For PC or kiln tph,KILN SPEED (rpm),KILN AMPS ,P.H.Fan1 Speed (rpm),P.H.Fan2 Speed (rpm),PH-1 I/L temp. (oC),PH-1  I/L DRAUGHT (MMWG),PH-2 I/L temp. (oC),PH-2  I/L DRAUGHT (MMWG),P.C. O/L,Kiln inlet draught (mmwg),Kiln inlet temp. (oC),Ter. Air temp. (oC),P.C. O/L temp. (oC),P.C. O/L        CO (ppm),P.H-2 O/L CO(ppm),P.H. FAN-1 KW,P.H. FAN-2 KW,TERTIARY AIR DUCT DRAFT 1
25.5,4.65,637,832,831,300,-618.3,277,-640,-76,-65.2,949,977,904,78,304,725,757,-68.76
24.8,4.64,667,832,831,292,-627.7,287,-643,-82,-69.9,982,966,914,321,443,721,754,-72.59
24.9,4.64,653,832,831,301,-617.2,274,-641,-78,-75.5,990,956,902,538,460,718,758,-72.86
25.2,4.65,624,832,830,296,-620.5,281,-643,-79,-64.3,967,962,905,252,434,726,754,-65.78
25.7,4.65,612,833,831,290,-636.4,283,-641,-84,-74.1,957,959,897,590,408,731,743,-72.52
26,4.65,615,832,831,289,-633.2,286,-643,-72,-68.9,945,958,900,608,642,736,765,-66.22
25.7,4.65,648,832,831,295,-621,278,-652,-74,-65.2,943,970,900,486,434,727,773,-64.86
26.1,4.65,670,832,831,302,-611.8,274,-646,-78,-61.4,901,979,894,443,460,722,764,-61.28
25.9,4.65,655,832,831,303,-607.7,273,-639,-69,-62.6,916,985,890,104,495,719,758,-63.67
25.5,4.76,605,832,831,291,-613.9,282,-619,-68,-60.8,870,993,896,339,425,742,759,-62.41
25.6,4.76,601,832,830,296,-619.3,278,-631,-67,-60.7,878,998,895,174,573,728,744,-62.33
26,4.76,594,832,831,291,-625.7,284,-632,-71,-64.2,887,979,896,87,434,725,749,-65.51
25.3,4.76,573,832,831,288,-628.3,284,-634,-75,-68.7,939,968,900,408,451,736,751,-67.88
25.4,4.76,626,832,831,286,-627.5,286,-625,-77,-65.1,974,952,906,321,434,741,749,-63.57
25.4,4.76,640,833,831,294,-639.4,282,-646,-83,-76.5,984,951,911,165,443,722,738,-72.77
25.3,4.76,621,833,831,294,-626.1,281,-643,-83,-79.9,964,965,896,451,451,732,768,-80.09
25.3,4.76,617,832,831,295,-625.1,280,-627,-75,-64.8,964,954,902,200,451,726,743,-67.67
25.3,4.76,623,832,831,292,-629.2,285,-645,-77,-66.4,941,962,900,321,642,720,756,-68.57
25.3,4.76,597,832,831,287,-628.8,290,-627,-68,-64.3,931,963,909,304,477,735,749,-64.61
25.4,4.76,607,832,831,294,-614.5,282,-632,-68,-58.7,913,963,905,95,443,724,761,-61.37
25.6,4.76,604,832,831,289,-613.6,286,-627,-65,-61.2,897,966,902,269,451,727,764,-64.23
25.6,4.76,611,833,831,292,-612.2,282,-622,-69,-61.1,895,980,899,217,469,723,761,-64.2
26.1,4.76,608,832,831,299,-612.9,274,-632,-66,-59.8,891,986,895,87,469,726,763,-63.49
26.1,4.76,600,833,831,296,-619,277,-636,-70,-63.3,870,989,896,330,451,733,757,-66.37
26,4.76,608,832,831,273,-646.6,296,-617,-75,-72.2,880,991,896,217,425,759,750,-73.98
26,4.53,615,837,836,268,-657.1,307,-613,-71,-60.7,879,989,912,304,417,767,748,-65.47
26,4.65,617,837,836,271,-655.3,304,-622,-81,-70.3,895,988,914,234,451,750,743,-72.22
26,4.76,626,833,831,270,-639.4,306,-619,-72,-63.7,880,1001,919,208,425,751,760,-66.44
25.8,4.76,602,827,825,263,-645.1,312,-612,-77,-60.8,890,1002,908,634,495,727,724,-64.99
26,4.47,601,827,825,278,-635.1,292,-618,-70,-59.9,885,992,901,243,443,749,734,-62.13
25.5,4.76,626,832,831,279,-642.9,299,-618,-83,-70.9,927,991,922,69,512,731,727,-70.63
25.2,4.94,598,832,831,274,-648.6,296,-633,-91,-80.7,955,982,911,312,460,730,731,-76.88
25.2,4.94,617,832,831,271,-643.1,299,-618,-85,-72.6,974,964,919,286,330,736,722,-69.99
25.2,4.65,603,832,831,306,-608.3,264,-649,-75,-71.7,960,968,903,130,312,726,781,-67.66
25.2,4.65,630,832,831,295,-631.5,278,-647,-83,-72.2,973,970,912,278,312,726,757,-71.84
26,4.65,628,842,841,296,-641.1,273,-665,-85,-77.7,961,973,900,356,243,754,785,-73.68
25.9,4.65,654,838,836,290,-643.7,283,-638,-77,-70.4,946,980,905,920,174,748,754,-71.32
26.1,4.65,681,837,836,293,-634.6,280,-651,-77,-66.2,921,989,905,312,191,742,777,-67.33
26,4.65,623,837,836,281,-643.5,291,-640,-81,-71.9,901,1002,900,295,182,758,787,-75.2
26.1,4.65,675,838,836,286,-633.8,287,-635,-73,-65.8,905,992,913,339,165,759,771,-66.76
25.8,4.65,676,837,836,291,-634.5,285,-638,-75,-61.1,898,1010,923,234,165,744,756,-63.94
26,4.65,615,837,836,291,-627.8,281,-651,-82,-70.8,888,1020,908,104,182,736,785,-75.63
26,4.65,649,837,836,291,-631.8,279,-646,-77,-63.7,919,997,909,868,165,737,761,-67.5
26,4.64,660,837,836,286,-638.8,286,-650,-82,-69.7,960,976,913,625,182,741,780,-71.77
25,4.65,680,837,836,295,-636.9,279,-656,-85,-73.4,994,969,919,130,252,746,775,-73.04
25,4.64,638,837,836,292,-647.2,279,-658,-88,-85.8,996,964,910,460,529,737,755,-82.03
25.5,4.65,634,838,836,286,-639.8,280,-643,-80,-71.9,991,975,913,677,842,758,786,-71.58
25.2,4.65,669,837,836,295,-627.9,277,-649,-83,-75.4,982,980,915,104,590,743,778,-76.25
25.1,4.65,632,837,836,289,-636.2,284,-641,-82,-77.1,963,978,903,451,512,734,761,-76.66
25.1,4.65,633,837,836,289,-633.7,284,-639,-80,-67.7,942,980,906,330,495,737,762,-72.36
25.1,4.65,630,837,836,291,-626.3,282,-640,-75,-66.4,929,982,904,191,512,744,782,-67.37
25.2,4.65,623,838,836,296,-620.9,277,-642,-72,-73.8,905,991,901,443,503,735,782,-72.45
26,4.65,642,838,836,292,-642.2,282,-652,-82,-66.1,886,993,889,122,434,743,765,-70.28
25.7,4.65,662,837,836,292,-643.7,281,-642,-76,-69.4,884,995,890,616,356,762,768,-69.97
26,4.65,662,837,836,296,-628.9,277,-649,-80,-70.4,899,999,890,78,373,737,779,-69.02
25.3,4.76,662,837,836,288,-642.1,283,-647,-85,-74.1,961,994,896,122,373,736,745,-72.73
25,4.76,630,838,836,291,-635.7,278,-649,-87,-88,982,978,895,1154,1163,744,764,-82.19
25.3,4.53,660,838,836,289,-639.1,277,-653,-89,-80.4,979,961,906,443,382,738,765,-72.88
25.7,4.65,598,843,842,288,-645.7,280,-655,-90,-83.4,986,964,915,1241,512,755,777,-78.87
24.8,4.76,597,837,836,293,-633,277,-650,-88,-82.3,1007,956,914,538,382,735,771,-77.86
26,4.53,650,837,836,287,-622.8,281,-639,-72,-66.5,975,968,909,408,981,735,768,-66.54
25.8,4.65,671,842,840,288,-639.4,290,-642,-72,-62.7,936,973,912,52,451,751,772,-63.93
25.9,4.65,647,842,841,291,-653,287,-648,-77,-67,920,976,905,764,382,779,787,-70.14
25.8,4.65,654,843,841,284,-639.2,288,-640,-78,-71,915,975,899,87,538,750,762,-72.87
25.9,4.65,649,843,841,289,-634.1,283,-651,-73,-70.3,926,980,899,764,469,760,799,-70.42
25.9,4.64,647,842,841,291,-635.9,283,-644,-74,-72,932,981,896,564,651,748,775,-70.4
25.6,4.65,673,853,852,293,-650,284,-664,-84,-77.1,922,988,913,139,399,765,803,-76.58
25,4.65,655,843,841,293,-630.4,277,-649,-72,-66.8,887,1009,900,356,382,758,797,-67.71
25,4.65,599,837,836,295,-632.1,273,-655,-85,-72.4,904,1006,900,217,373,724,759,-71.89
24.9,4.65,587,837,836,280,-651.1,279,-658,-96,-90.4,945,965,902,226,356,735,752,-87.97
25.5,4.65,600,832,831,272,-646,285,-636,-82,-74.7,968,961,895,260,312,743,742,-75.68
26,4.65,629,832,831,287,-638.6,270,-658,-92,-77.2,975,952,900,217,356,713,744,-76.99
26,4.65,656,843,842,285,-649.3,277,-670,-91,-79.7,980,962,902,1068,312,771,802,-77.83
25.4,4.76,671,842,841,286,-649.4,281,-644,-79,-71.9,981,986,905,972,1111,753,763,-74.74
25.2,4.94,646,837,836,299,-632.7,274,-662,-88,-81.8,975,986,907,78,425,721,758,-78.65
26,4.94,671,843,841,292,-638.4,279,-651,-79,-75.2,950,985,892,642,286,744,778,-74.63
26,4.94,659,842,841,285,-645,282,-662,-82,-71.7,920,998,894,399,200,745,771,-72.46
26,4.94,611,847,845,285,-657.3,285,-657,-85,-67,909,998,901,330,130,761,781,-69.58
26,4.65,615,847,846,290,-657.8,284,-660,-89,-78.6,912,975,907,642,35,764,785,-77.08
25.5,4.76,661,848,846,298,-640.5,269,-678,-90,-81.3,950,984,896,347,17,755,811,-79.03
25.2,4.76,664,852,851,292,-657.1,270,-677,-95,-76.5,965,995,909,87,17,771,819,-74.56
24.5,4.76,681,852,851,283,-670.1,281,-680,-94,-78.7,976,978,911,651,17,786,808,-76.35
24.2,4.76,712,853,851,290,-652,278,-669,-91,-86.7,998,986,914,113,17,766,800,-83.41
22.6,4.94,672,852,851,287,-649.5,278,-664,-83,-76.7,987,977,909,391,17,759,804,-76.51
24.5,4.93,672,852,851,285,-664.3,282,-669,-91,-84,966,992,907,339,9,771,792,-83.82
24.2,4.94,663,852,851,290,-651.4,277,-667,-85,-77.2,920,1005,905,200,9,766,795,-77.27
25.1,4.65,640,852,851,292,-643.2,274,-672,-79,-70.2,898,993,892,720,17,775,822,-72.32
24.9,4.65,673,852,851,291,-649,280,-674,-82,-73.5,914,990,916,312,69,770,819,-74.06
25,4.64,699,852,851,286,-657.5,286,-666,-83,-79.5,904,999,911,312,26,770,810,-76.51
23.2,4.76,613,797,796,266,-588.5,291,-575,-69,-59.8,934,962,912,321,304,650,660,-60.10
22.9,4.82,610,807,806,277,-591.0,281,-598,-76,-68.7,941,954,904,52,330,676,723,-69.59
23.3,4.82,627,807,806,282,-596.3,283,-597,-78,-70.7,939,976,912,69,321,662,679,-72.97
23.5,4.82,600,807,806,282,-602.8,283,-599,-74,-71.7,916,975,906,339,321,673,684,-73.37
23.6,4.82,628,807,806,272,-608.9,295,-588,-71,-65.2,899,986,913,391,304,684,684,-66.52
23.4,4.82,610,807,806,276,-603.4,291,-586,-70,-65.8,875,995,908,347,278,673,674,-67.36
23.4,4.82,614,807,806,268,-606.6,304,-581,-70,-64.3,876,995,916,347,234,677,676,-66.22
23.7,4.94,556,797,796,270,-600.4,297,-567,-69,-63.8,903,982,905,417,182,662,650,-67.35
23.2,4.94,614,797,796,286,-582.5,282,-587,-70,-66.1,937,971,914,234,95,640,668,-67.62
22.8,4.94,629,797,796,290,-576.1,281,-588,-74,-69.8,963,973,923,339,26,637,663,-69.42
22.4,4.94,593,797,796,293,-572.5,278,-585,-76,-74.6,960,970,914,52,17,625,657,-72.97
22.8,4.94,603,797,795,300,-564.2,269,-596,-73,-68.3,934,965,916,365,0,631,673,-67.42
22.9,4.94,562,792,791,291,-569.7,272,-587,-70,-65.7,881,976,905,417,0,626,659,-66.30
23.9,4.94,604,792,791,297,-563.0,267,-594,-64,-62.7,875,972,895,69,0,629,674,-62.94
24.0,4.94,591,793,791,289,-570.5,272,-589,-67,-62.4,870,989,897,312,0,632,664,-63.26
23.9,4.94,589,792,791,282,-576.4,276,-579,-67,-63.9,856,988,897,156,0,639,655,-62.94
24.0,4.94,575,787,786,269,-574.7,286,-561,-66,-59.9,856,982,894,252,0,626,630,-62.30
23.4,4.94,546,787,786,263,-576.9,289,-560,-61,-59.4,892,979,896,347,0,640,631,-61.03
23.3,4.65,578,787,786,269,-581.4,291,-564,-68,-62.9,951,957,905,130,78,627,632,-66.69
23.3,4.65,605,787,786,271,-582.7,286,-567,-68,-65.9,966,953,897,243,312,637,633,-67.37
24.0,4.47,659,787,786,270,-589.6,299,-572,-66,-64.8,981,953,923,260,304,640,640,-67.14
24.0,4.47,620,787,786,278,-572.0,283,-576,-62,-60.9,962,956,897,61,495,632,656,-63.07
24.0,4.53,625,797,796,291,-582.5,279,-596,-70,-70.4,972,970,907,278,312,642,669,-70.32
23.6,4.53,617,797,796,292,-572.6,278,-587,-65,-67.8,954,972,894,278,339,639,670,-68.44
23.6,4.59,659,797,796,307,-568.9,269,-604,0,-245,0,1060,966,78,191,321,638,11
23.5,4.65,625,797,796,296,-569.1,279,-590,1,-233,1,1070,964,78,200,312,636,11
24.1,4.65,644,797,796,287,-574.2,281,-580,2,-237,2,1070,969,75,260,399,649,11
23.5,4.65,601,797,796,304,-556.6,268,-584,3,-232,3,1084,976,87,174,356,632,11
23.6,4.65,638,797,796,303,-560.2,270,-592,4,-236,4,1087,968,75,156,321,630,11
23.2,4.65,650,797,796,290,-570.9,284,-583,5,-241,5,1063,965,72,182,269,636,11
23.3,4.65,657,797,795,286,-577.5,280,-587,6,-238,6,1060,963,98,208,278,634,11
23.3,4.65,686,797,796,289,-581.7,280,-597,7,-247,7,1073,959,87,191,295,648,11
23.3,4.64,656,797,796,296,-576.6,278,-600,8,-240,8,1080,961,119,174,295,644,11
23.1,4.65,637,786,786,298,-563.2,273,-582,9,-239,9,1080,969,179,165,278,609,11
22.8,4.65,627,788,786,306,-550.1,270,-594,10,-232,10,1061,962,275,182,321,615,11
23.5,4.64,685,797,797,304,-566.4,269,-604,11,-240,11,1090,962,113,200,339,630,11
23.6,4.65,676,787,786,278,-582.4,284,-571,12,-225,12,1104,987,75,252,434,630,11
23.5,4.65,597,788,787,268,-583.0,290,-566,13,-236,13,1168,1020,75,260,382,627,11
25.0,4.59,635,797,796,263,-598.0,292,-584,14,-246,14,1050,981,81,312,529,654,11
24.1,4.94,632,797,796,270,-596.5,295,-579,15,-239,15,1087,991,75,243,356,652,11
23.0,4.94,636,818,819,286,-604.3,283,-601,16,-248,16,1101,976,81,1519,1849,685,11
23.5,4.94,591,797,796,280,-587.8,286,-587,17,-245,17,1073,971,78,217,339,638,11
23.7,4.94,567,797,796,278,-596.0,281,-588,18,-245,18,1081,977,93,278,391,668,11
23.5,4.94,611,807,806,277,-606.4,285,-602,19,-258,19,1108,997,116,226,330,667,11
23.4,4.65,567,797,796,273,-590.3,281,-586,20,-238,20,1086,984,145,278,417,640,11
23.5,4.65,574,797,796,275,-577.3,284,-587,21,-230,21,1072,983,139,252,347,645,11
25.3,4.65,590,817,816,290,-595.4,281,-615,22,-249,22,1046,970,208,234,365,692,11
25.1,4.65,617,797,796,291,-576.6,274,-584,23,-236,23,1084,989,72,252,451,635,11
24.3,4.65,608,797,796,272,-592.7,287,-583,0,-237,0,1102,996,203,269,295,658,11
24.2,4.65,632,797,796,274,-596.9,283,-591,1,-239,1,1109,995,344,356,365,644,11
24.1,4.65,605,797,796,275,-593.6,278,-606,2,-249,2,1065,979,356,486,582,647,11
24,4.65,621,797,796,274,-605.4,276,-599,3,-249,3,1052,965,165,339,191,656,11
24,4.47,632,797,796,274,-592.1,278,-591,4,-244,4,1070,969,289,339,217,646,11
24,4.48,620,797,796,285,-586.1,268,-612,5,-252,5,1084,969,139,278,165,644,11
13.9,1.47,747,698,696,341,-413.6,323,-421,6,-161,6,787,809,43,191,165,399,10
17,2.34,719,697,696,330,-433.7,321,-429,7,-167,7,971,863,49,260,174,412,10
20.2,2.97,705,708,706,305,-456.8,302,-454,8,-181,8,1012,899,67,234,182,442,10
21,3.15,659,708,706,289,-466.3,296,-458,9,-180,9,1031,919,93,260,191,448,10
23.1,3.32,620,737,735,275,-514.4,276,-508,10,-195,10,1056,940,52,234,191,518,10
20.9,2.86,716,757,757,284,-526.5,286,-528,11,-212,11,1039,939,75,95,191,552,10
13,1.76,654,631,629,332,-338.3,338,-329,12,-116,12,905,838,49,0,226,300,10
13,1.14,472,618,617,338,-329.9,350,-323,13,-124,13,956,835,1001,95,182,275,10
14.9,1.66,557,627,626,366,-331,332,-334,14,-122,14,822,759,368,0,408,283,10
14.3,1.48,646,627,626,334,-342.4,348,-329,15,-117,15,778,747,764,0,234,302,10
14.3,1.71,606,598,596,312,-320.1,364,-296,16,-103,16,918,799,17,130,434,264,10
24.3,4.65,608,797,796,272,-592.7,287,-583,0,-237,0,1102,996,203,269,295,658,11
24.2,4.65,632,797,796,274,-596.9,283,-591,1,-239,1,1109,995,344,356,365,644,11
24.1,4.65,605,797,796,275,-593.6,278,-606,2,-249,2,1065,979,356,486,582,647,11
24.0,4.65,621,797,796,274,-605.4,276,-599,3,-249,3,1052,965,165,339,191,656,11
24.0,4.47,632,797,796,274,-592.1,278,-591,4,-244,4,1070,969,289,339,217,646,11
24.0,4.48,620,797,796,285,-586.1,268,-612,5,-252,5,1084,969,139,278,165,644,11
13.9,1.47,747,698,696,341,-413.6,323,-421,6,-161,6,787,809,43,191,165,399,10
17.0,2.34,719,697,696,330,-433.7,321,-429,7,-167,7,971,863,49,260,174,412,10
20.2,2.97,705,708,706,305,-456.8,302,-454,8,-181,8,1012,899,67,234,182,442,10
21.0,3.15,659,708,706,289,-466.3,296,-458,9,-180,9,1031,919,93,260,191,448,10
23.1,3.32,620,737,735,275,-514.4,276,-508,10,-195,10,1056,940,52,234,191,518,10
20.9,2.86,716,757,757,284,-526.5,286,-528,11,-212,11,1039,939,75,95,191,552,10
13.0,1.76,654,631,629,332,-338.3,338,-329,12,-116,12,905,838,49,0,226,300,10
13.0,1.14,472,618,617,338,-329.9,350,-323,13,-124,13,956,835,1001,95,182,275,10
14.9,1.66,557,627,626,366,-331.0,332,-334,14,-122,14,822,759,368,0,408,283,10
14.3,1.48,646,627,626,334,-342.4,348,-329,15,-117,15,778,747,764,0,234,302,10
14.3,1.71,606,598,596,312,-320.1,364,-296,16,-103,16,918,799,17,130,434,264,10
4.2,0.68,465,597,597,309,-270.1,275,-282,21,-96,21,118,54,35,2361,2830,267,10
13.9,0.62,485,630,629,341,-331.6,359,-304,22,-119,22,184,168,1826,226,278,311,10
18.2,1.49,488,648,646,330,-357.3,353,-345,23,-130,23,374,365,912,226,339,329,10
17.5,1.37,497,658,656,363,-353.8,322,-369,0,-134,0,508,479,58,182,339,340,10
7.1,0.79,543,630,629,401,-261.0,347,-284,10,-99,10,210,180,29,0,113,273,10
16.0,1.48,552,652,651,381,-330.7,377,-333,11,-118,11,409,378,55,0,104,324,10
17.5,1.20,489,697,696,340,-402.1,326,-406,12,-155,12,758,588,2711,9,104,396,10
19.5,2.00,495,722,721,324,-447.5,324,-445,13,-159,13,793,612,2318,191,113,475,11
18.0,2.00,630,698,696,355,-385.4,356,-387,14,-138,14,603,538,32,234,122,403,11
18.5,2.63,649,657,656,326,-378.1,327,-377,15,-133,15,821,660,35,260,234,343,11
18.6,2.86,618,687,686,319,-409.2,318,-408,16,-153,16,886,721,237,286,425,397,11
17.2,2.86,682,688,686,314,-413.8,320,-410,17,-164,17,864,749,214,278,443,400,11
17.3,2.86,684,688,686,314,-418.8,315,-417,18,-157,18,882,770,29,304,425,395,11
17.5,2.86,692,678,677,312,-415.1,318,-410,19,-170,19,911,790,38,304,417,377,11
17.5,2.86,667,677,676,311,-410.6,312,-410,20,-158,20,910,812,336,304,434,383,11
17.4,2.86,682,677,677,310,-414.0,314,-411,21,-163,21,895,820,78,304,443,375,11
17.5,2.86,656,677,677,309,-410.4,312,-408,22,-160,22,917,834,75,278,434,383,11
17.7,2.86,599,678,676,308,-416.6,314,-412,23,-154,23,956,839,35,304,408,393,11
18.0,2.86,598,677,676,306,-417.1,308,-416,0,-156,0,932,822,46,286,417,382,11
18.0,2.86,648,677,676,305,-410.6,311,-405,1,-161,1,943,826,43,286,382,378,11
17.9,2.86,593,677,677,307,-418.3,312,-410,2,-169,2,934,819,41,286,382,380,11
17.3,2.86,629,678,677,307,-417.5,313,-408,3,-167,3,911,834,43,278,399,378,11
17.0,2.86,641,677,676,308,-420.8,314,-412,4,-161,4,921,834,43,286,391,381,11
18.1,2.86,563,678,676,311,-415.2,301,-417,5,-163,5,937,850,32,278,382,380,11
17.4,2.86,612,647,646,303,-388.6,303,-383,6,-152,6,929,849,23,312,391,334,11
17.1,2.86,585,648,647,304,-390.2,302,-386,7,-142,7,947,846,23,304,391,344,11
18.1,2.75,546,648,647,291,-391.6,294,-390,8,-149,8,948,853,38,286,365,347,10
17.9,2.87,557,648,646,292,-395.6,302,-386,9,-144,9,973,861,32,278,347,348,12
20.0,3.09,568,687,686,286,-434.5,296,-433,10,-174,10,987,882,38,278,356,405,11
20.1,3.09,605,687,686,288,-434.6,294,-433,11,-164,11,1005,895,41,269,365,411,10
20.4,3.15,597,693,686,285,-444.7,287,-439,12,-181,12,1009,900,341,269,347,410,10
21.2,3.38,560,717,715,277,-474.2,285,-470,13,-182,13,1021,910,81,252,321,461,10
21.5,3.44,567,717,716,281,-492.1,279,-493,14,-199,14,1004,920,101,260,365,473,11
22.5,3.44,571,727,726,283,-495.1,283,-502,15,-193,15,1032,921,81,260,373,491,11
22.3,3.61,604,752,751,288,-515.1,279,-528,16,-203,16,1028,921,122,304,660,537,11
23.0,3.67,628,768,767,284,-531.8,275,-552,17,-225,17,1023,927,515,312,981,565,11
22.5,3.78,644,777,776,291,-539.3,273,-556,18,-214,18,1039,930,78,286,417,586,11
22.4,3.78,643,777,776,294,-550.7,272,-563,19,-232,19,1035,929,55,312,408,598,11
22.5,3.78,607,777,776,283,-547.6,267,-564,20,-225,20,1041,943,414,425,443,589,11
23.0,3.78,639,788,786,288,-559.6,270,-581,21,-235,21,1030,939,55,304,417,616,11
23.0,3.78,610,788,786,277,-564.7,292,-562,22,-231,22,1030,941,229,321,339,626,11
23.5,3.84,622,817,816,293,-586.4,280,-613,23,-250,23,1036,939,84,347,295,688,11
23.6,3.55,641,817,816,273,-602.5,298,-579,0,-226,0,1028,936,14,217,69,700,11
24.0,3.55,677,817,816,272,-604.3,305,-579,1,-239,1,1028,952,20,278,234,696,11
23.3,3.66,692,817,816,301,-584.7,287,-595,2,-242,2,1060,957,967,165,61,673,11
23.3,3.66,687,812,810,300,-590.3,280,-601,3,-239,3,1058,960,52,191,104,684,11
23.4,3.66,718,812,811,300,-599.6,280,-613,4,-249,4,1078,957,72,17,43,678,11
22.4,3.66,747,812,811,294,-599.3,286,-601,5,-249,5,1054,953,23,0,35,676,11
23.1,3.67,685,813,811,281,-605.8,293,-599,6,-252,6,1048,955,110,0,35,679,11
23.0,3.67,639,812,810,281,-607.7,295,-596,7,-242,7,1033,944,20,69,43,681,11
23.0,3.55,651,812,811,280,-605.3,296,-593,8,-252,8,1030,941,43,304,52,686,11
22.7,3.55,677,813,811,289,-590.6,296,-586,9,-238,9,1025,943,14,286,61,678,11
22.3,3.55,638,813,811,277,-594.2,309,-570,10,-236,10,1036,943,101,321,69,683,11
23.3,3.67,667,817,816,296,-586.5,284,-599,11,-241,11,1048,937,81,286,252,683,11
24.0,3.66,715,817,816,295,-594.8,288,-607,12,-247,12,1036,936,61,286,365,689,11
24.4,3.84,678,827,826,295,-618.4,278,-635,13,-258,13,1071,957,49,304,382,726,11
24.2,3.96,663,833,831,279,-629.3,294,-621,14,-258,14,1042,951,46,312,356,735,11
24.0,3.95,720,832,831,295,-619.5,281,-630,15,-261,15,1019,936,20,278,365,729,11
23.6,3.95,725,833,831,295,-615.8,282,-642,16,-267,16,1040,946,0,278,391,726,11
23.5,3.95,728,822,821,294,-601.3,281,-604,17,-251,17,1053,947,43,304,365,705,11
23.5,3.95,720,822,821,285,-610.3,287,-612,18,-251,18,1067,948,26,243,417,705,11
23.3,3.96,683,822,821,284,-611.3,288,-612,19,-243,19,1080,962,14,286,382,711,11
24.1,3.96,695,832,831,281,-625.6,297,-616,20,-253,20,1060,966,84,304,373,731,11
23.9,3.95,732,832,831,289,-619.5,292,-621,21,-245,21,1092,968,9,295,399,728,11
22.9,3.95,712,832,831,294,-630.0,290,-622,22,-255,22,1093,971,6,286,373,755,11
24.6,4.01,673,832,831,286,-617.3,294,-609,23,-250,23,1080,982,6,286,373,731,11
24.3,4.01,701,833,831,292,-622.0,290,-632,0,-258,0,1091,985,23,278,382,730,11
24.3,4.01,677,832,831,292,-629.9,289,-614,1,-249,1,1087,991,0,304,365,748,11
24.3,4.01,661,832,831,287,-625.0,292,-626,2,-250,2,1080,981,52,286,399,739,11
24.1,4.01,674,832,831,298,-619.5,286,-629,3,-257,3,1082,975,41,339,460,730,11
23.9,4.01,669,832,831,285,-630.7,293,-619,4,-260,4,1064,972,52,295,373,742,11
23.6,4.01,725,832,831,296,-610.5,281,-625,5,-254,5,1056,966,231,295,382,719,11
23.4,4.07,737,832,831,290,-618.6,287,-621,6,-262,6,1080,965,23,286,373,725,11
23.7,4.07,676,832,832,287,-627.6,289,-623,7,-262,7,1095,967,35,295,382,734,11
23.8,4.07,671,832,831,293,-617.1,286,-631,8,-256,8,1076,968,49,269,408,730,11
23.7,4.07,642,832,826,280,-624.5,296,-610,9,-248,9,1087,975,26,295,382,739,11
23.8,4.07,648,832,826,288,-617.6,287,-622,10,-255,10,1074,979,29,260,373,730,11
24.3,4.07,634,832,826,306,-597.7,272,-626,11,-248,11,1058,976,23,278,391,725,11
23.9,4.07,633,832,826,307,-596.9,272,-628,12,-252,12,1083,983,29,269,382,719,11
24.4,4.07,655,832,826,300,-618.9,284,-625,13,-241,13,1087,986,23,286,365,743,11
24.1,4.07,645,833,826,301,-606.0,277,-619,14,-249,14,1093,987,35,278,347,720,11
24.0,3.95,676,827,826,290,-612.0,287,-621,15,-257,15,1081,974,49,286,330,718,11
23.0,3.95,713,822,821,297,-603.8,278,-618,16,-253,16,1096,981,67,312,304,693,11
23.0,3.95,689,822,822,301,-600.6,273,-636,17,-270,17,1081,979,136,304,347,693,11
23.3,3.95,689,822,821,294,-603.2,280,-619,18,-253,18,1064,972,69,286,278,701,11
23.7,3.96,690,822,821,285,-612.1,289,-621,19,-249,19,1064,974,29,243,226,702,11
23.6,3.96,658,822,821,282,-621.6,294,-610,20,-247,20,1089,983,55,269,286,717,11
24.3,3.96,672,832,831,293,-612.6,289,-616,21,-251,21,1070,968,46,0,69,738,11
24.5,3.95,650,832,831,305,-608.1,282,-631,22,-253,22,1074,989,49,0,35,722,11
24.0,4.01,666,832,831,308,-606.5,282,-633,23,-258,23,1088,990,41,9,78,710,11
24.1,4.01,646,827,826,311,-592.0,277,-627,0,-246,0,1088,996,43,52,26,704,11
24.3,4.01,632,827,826,310,-597.0,282,-620,1,-244,1,1079,991,35,9,0,707,11
23.6,4.01,663,822,821,300,-598.5,285,-614,2,-239,2,1095,988,43,26,26,701,11
23.4,4.01,666,822,821,293,-614.0,289,-618,3,-247,3,1094,987,148,295,26,705,11
23.2,4.01,673,822,821,296,-602.6,284,-618,4,-255,4,1075,981,133,330,61,696,11
23.3,4.01,705,823,821,296,-608.7,286,-627,5,-259,5,1088,981,278,286,43,698,11
23.3,4.01,686,822,821,294,-618.4,285,-616,6,-256,6,1073,978,136,217,78,718,11
23.8,4.01,658,822,821,292,-616.5,285,-621,7,-263,7,1073,977,41,356,356,718,11
23.8,4.01,686,822,821,290,-617.7,285,-611,8,-252,8,1094,981,46,269,408,717,11
24.3,4.01,652,822,821,300,-604.2,280,-627,9,-267,9,1102,989,90,269,382,698,11
24.5,3.96,668,822,821,293,-605.7,284,-607,10,-242,10,1091,984,52,278,399,722,11
24.1,3.95,688,822,821,288,-609.3,292,-613,11,-248,11,1112,994,38,312,399,707,11
24.1,3.96,645,817,816,283,-615.6,292,-608,12,-242,12,1093,996,84,269,382,710,11
24.3,3.95,658,817,816,292,-605.6,282,-618,13,-255,13,1085,994,98,321,443,699,11
24.1,3.96,653,817,816,297,-584.5,281,-616,14,-241,14,1087,992,93,269,391,683,11
